xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,goResp.rt,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,feedbackResp.rt,key_resp_7.keys,key_resp_7.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionResponse.rt,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,19,2,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334276914597,None,0,0.5,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.514235019684,0.000917911529541,0.334276914597,1,w,1529.20813107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,19,3,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.484800815582,None,0,1.0,hexagonwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.514226198196,0.000920057296753,0.484800815582,1,w,1532.21196818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,20,0,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.400898933411,None,0,0.5,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.513700962067,0.000871896743774,0.400898933411,1,q,1535.21517515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,20,1,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367162942886,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.78,0.514406919479,0.000873804092407,0.367162942886,1,q,1538.21837521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,20,2,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.383775949478,None,0,0.5,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.514528036118,0.000890016555786,0.383775949478,1,q,1541.22171307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,20,3,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.333909988403,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.83,0.514323949814,0.000881910324097,0.333909988403,1,q,1544.22514105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,21,0,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334565162659,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.513701915741,0.00124597549438,0.334565162659,1,q,1547.22889304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,21,1,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.384198904037,None,0,1.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513828992844,0.000931024551392,0.384198904037,1,s,1550.2318542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,21,2,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.317224025726,None,0,4.0,invertedtrianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.79,0.514432191849,0.000877141952515,0.317224025726,1,q,1553.23498106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,21,3,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367662906647,None,0,4.0,invertedtrianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514078855515,0.000992774963379,[],0,None,1556.23869419,4.11,0.515049934387,0.000964879989624,0.367662906647,1,q,1559.24219918,0.326622962952,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,22,0,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.334224939346,None,0,1.0,hexagonwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.513882875443,0.000946044921875,0.334224939346,1,q,1562.24497604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,22,1,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.268239021301,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.514199972153,0.000916004180908,0.268239021301,1,q,1565.24850011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,22,2,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400976896286,None,0,2.0,crossorange.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,2.02,0.513917922974,0.000876903533936,0.400976896286,1,a,1568.25167203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,22,3,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367990016937,None,0,4.0,invertedtrianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.22,0.514593839645,0.000931978225708,0.367990016937,1,s,1571.2553792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,q,200,,,,,,,,,,,,,,,,,3,0,3,0,23,0,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.301104784012,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.08,0.513984203339,0.000904083251953,0.301104784012,1,q,1574.25890303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,23,1,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317473888397,None,0,2.0,circleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.89,0.514008998871,0.000872850418091,0.317473888397,1,w,1577.26186109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,23,2,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.300966978073,None,0,1.0,hexagonwhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,1.09,0.514151096344,0.000928163528442,0.300966978073,1,w,1580.26583719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,23,3,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350878000259,None,0,1.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513669967651,0.000892162322998,0.350878000259,1,s,1583.26860118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,24,0,96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384130001068,None,0,0.5,lineblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.514413118362,0.000874996185303,0.384130001068,1,a,1586.27204919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,w,200,,,,,,,,,,,,,,,,,3,0,3,0,24,1,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350613832474,None,0,4.0,diamondgreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,3.98,0.514539957047,0.000885963439941,0.350613832474,1,w,1589.27573204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
200,s,-200,,,,,,,,,,,,,,,,,3,0,3,0,24,2,98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.351083040237,None,0,4.0,invertedtrianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,4.16,0.514177083969,0.000875949859619,0.351083040237,1,s,1592.27861524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
-200,a,-200,,,,,,,,,,,,,,,,,3,0,3,0,24,3,99,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384385108948,None,0,4.0,invertedtrianglemagenta.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.93,0.514182090759,0.0011260509491,0.384385108948,1,a,1595.28247523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,40.9476790428,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.38362622,go,diamondgreen.gif,stop,4.0,z,1,0.451154947281,None,0,0.000892877578735,0.508067846298,,1653.3800292,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.38051319,go,invertedtrianglemagenta.gif,go,4.0,m,1,0.484338998795,None,0,0.00105690956116,0.514764785767,,1656.38351011,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656.38398409,go,trianglegray.gif,go,0.5,z,1,0.501330852509,None,0,0.000947952270508,0.51473903656,,1659.38650513,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.38702512,go,circleyellow.gif,go,2.0,z,1,0.367409944534,None,0,0.000990152359009,0.515071153641,,1662.38986802,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662.39033008,go,circleyellow.gif,go,2.0,z,1,0.434514045715,None,0,0.00111413002014,0.515071153641,,1665.39313507,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665.39358807,stop,diamondgreen.gif,stop,4.0,z,1,0.500978946686,None,0,0.00105094909668,0.515298843384,0.765142917633,1668.39694118,,,,,,,,,,,,,,,,,,,,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668.39740014,go,hexagonwhite.gif,go,1.0,z,1,0.501019954681,None,0,0.000941038131714,0.514759063721,,1671.40006614,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671.40056419,go,trianglegray.gif,go,0.5,m,1,0.617742061615,None,0,0.000947952270508,0.514678955078,,1674.4032402,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674.40391421,go,trianglegray.gif,go,0.5,m,1,0.401292085648,None,0,0.000923156738281,0.514883041382,,1677.40672016,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677.40717816,stop,lineblue.gif,stop,0.5,z,1,0.634397983551,None,0,0.000916957855225,0.515775918961,0.715707063675,1680.41056418,,,,,,,,,,,,,,,,,,,,0.2,0.15,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680.41107321,go,trianglegray.gif,go,0.5,m,1,0.534169912338,None,0,0.00095009803772,0.514630079269,,1683.4137032,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.414186,stop,diamondgreen.gif,stop,4.0,None,0,,None,0,0.000941038131714,0.514642953873,0.764853954315,1686.416821,,,,,,,,,,,,,,,,,,,,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686.4172802,go,hexagonwhite.gif,go,1.0,m,1,0.483816862106,None,0,0.000933885574341,0.51536488533,,1689.42028713,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689.42079616,stop,crossorange.gif,stop,2.0,None,0,,None,0,0.000937938690186,0.515058994293,0.664921998978,1692.42366123,,,,,,,,,,,,,,,,,,,,0.15,0.2,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692.42411423,stop,squarecyan.gif,stop,1.0,None,0,,None,0,0.000920057296753,0.51479101181,0.815485954285,1695.42673302,,,,,,,,,,,,,,,,,,,,0.3,0.35,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.42718911,stop,diamondgreen.gif,stop,4.0,None,0,,None,0,0.000931024551392,0.515199899673,0.865484952927,1698.4304862,,,,,,,,,,,,,,,,,,,,0.35,0.4,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.43094611,go,invertedtrianglemagenta.gif,go,4.0,m,1,0.701169967651,None,0,0.000972032546997,0.514979124069,,1701.43356514,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,1,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701.43407202,go,circleyellow.gif,go,2.0,z,1,0.583969831467,None,0,0.00110912322998,0.515326976776,,1704.43678308,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.43723917,stop,crossorange.gif,stop,2.0,None,0,,None,0,0.00105690956116,0.51560997963,0.715766906738,1707.44042516,,,,,,,,,,,,,,,,,,,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707.4408772,go,trianglegray.gif,go,0.5,m,1,0.617735147476,None,0,0.000929117202759,0.514913082123,,1710.44351912,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.44397616,stop,squarecyan.gif,stop,1.0,None,0,,None,0,0.00115299224854,0.515146970749,0.915575027466,1713.44683123,,,,,,,,,,,,,,,,,,,,0.4,0.45,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713.44728804,stop,squarecyan.gif,stop,1.0,None,0,,None,0,0.000936985015869,0.515324115753,0.765352964401,1716.45038605,,,,,,,,,,,,,,,,,,,,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.45090604,stop,crossorange.gif,stop,2.0,None,0,,None,0,0.000927925109863,0.514477014542,0.96492099762,1719.4537642,,,,,,,,,,,,,,,,,,,,0.45,0.5,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,1,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719.45431614,go,lineblue.gif,stop,0.5,z,1,0.78518986702,None,0,0.000964164733887,0.51455116272,,1722.45698619,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722.45753121,stop,squarecyan.gif,stop,1.0,None,0,,None,0,0.000923871994019,0.515439987183,0.815198898315,1725.46046209,,,,,,,,,,,,,,,,,,,,0.3,0.35,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,1,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.46091413,stop,diamondgreen.gif,stop,4.0,None,0,,None,0,0.000929832458496,0.515419006348,0.865432977676,1728.46434712,,,,,,,,,,,,,,,,,,,,0.35,0.4,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.46485519,go,circleyellow.gif,go,2.0,m,1,0.70129108429,None,0,0.000931024551392,0.514708042145,,1731.46685314,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,1,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.46737003,go,lineblue.gif,stop,0.5,z,1,0.86762714386,None,0,0.00093412399292,0.515563011169,,1734.47043705,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734.47089505,go,circleyellow.gif,go,2.0,m,1,0.617552995682,None,0,0.000931978225708,0.515314102173,,1737.47392821,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,1,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737.4744432,go,hexagonwhite.gif,go,1.0,z,1,0.484481096268,None,0,0.000943899154663,0.515121936798,,1740.47733903,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740.47779703,go,trianglegray.gif,go,0.5,m,1,0.501305818558,None,0,0.000994205474854,0.515002012253,,1743.48033404,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,1,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743.48079515,go,hexagonwhite.gif,go,1.0,m,1,0.684584140778,None,0,0.000932931900024,0.515227079391,,1746.48413014,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,z,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746.48458719,go,trianglegray.gif,go,0.5,z,1,0.484295845032,None,0,0.000922918319702,0.514862060547,,1749.48736,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
,,,m,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,1,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.487818,go,diamondgreen.gif,stop,4.0,m,1,0.634569883347,None,0,0.000941038131714,0.515283107758,,1752.49065304,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,2015_Jul_07_1048,59.9269327321,LearningTask,1,81,
